1014:03-19 11:54:45.530 20080 20080 I A11yFramework: Service destroying
1018:03-19 11:54:45.532 20080 20080 I DouyinPlugin: Plugin cleaned up
1077:03-19 11:54:46.604 20080 20080 I A11yFramework: Service created
1101:03-19 11:54:46.634 20080 20080 I A11yFramework: Service connected
1133:03-19 11:54:46.646 20080 20080 I A11yFramework: App plugin manager ready, loaded 2 bundles
1138:03-19 11:54:46.647 20080 20080 I A11yFramework: Plugin initialized: 功能 B
1139:03-19 11:54:46.647 20080 20080 I DouyinPlugin: Plugin initialized
1140:03-19 11:54:46.647 20080 20080 D DouyinPlugin: Config loaded: mode=feed, keywords=[郑州美莱]
1141:03-19 11:54:46.647 20080 20080 I A11yFramework: Plugin initialized: 功能 A
1152:03-19 11:54:46.650 20080 20080 I A11yFramework: Rule engine ready, loaded 2 rules
2566:03-19 11:54:49.844 20080 20080 I A11yFramework: Activating plugin from current package snapshot: 功能 A
2567:03-19 11:54:49.844 20080 20080 I DouyinPlugin: Plugin activated
2676:03-19 11:54:49.936 20080 20080 D A11yFramework: Not a target page, skipping
2703:03-19 11:54:49.968 20080 20080 D A11yFramework: Not a target page, skipping
2706:03-19 11:54:49.969 20080 20080 D A11yFramework: Window changed to: com.android.systemui
2708:03-19 11:54:49.969 20080 20080 I DouyinPlugin: Plugin deactivated
4244:03-19 11:54:50.652 20080 20080 D A11yFramework: Window changed to: com.ss.android.ugc.aweme
4245:03-19 11:54:50.652 20080 20080 I A11yFramework: Activating plugin: 功能 A
4246:03-19 11:54:50.652 20080 20080 I DouyinPlugin: Plugin activated
5474:03-19 11:54:50.875 20080 20080 D A11yFramework: Not a target page, skipping
5493:03-19 11:54:50.969 20080 20080 D A11yFramework: Not a target page, skipping
5659:03-19 11:54:51.107 20080 20080 D A11yFramework: Not a target page, skipping
6122:03-19 11:54:51.277 20080 20080 D A11yFramework: Not a target page, skipping
6251:03-19 11:54:51.374 20080 20080 D A11yFramework: Not a target page, skipping
6377:03-19 11:54:51.638 20080 20080 D A11yFramework: Not a target page, skipping
6455:03-19 11:54:51.804 20080 20080 D A11yFramework: Not a target page, skipping
6536:03-19 11:54:52.043 20080 20080 D A11yFramework: Not a target page, skipping
6561:03-19 11:54:52.106 20080 20080 D A11yFramework: Not a target page, skipping
6629:03-19 11:54:52.403 20080 20080 D A11yFramework: Not a target page, skipping
6694:03-19 11:54:52.681 20080 20080 D A11yFramework: Not a target page, skipping
6830:03-19 11:54:52.962 20080 20080 D A11yFramework: Not a target page, skipping
7020:03-19 11:54:53.237 20080 20080 D A11yFramework: Not a target page, skipping
7041:03-19 11:54:53.327 20080 20080 D A11yFramework: Not a target page, skipping
7123:03-19 11:54:53.577 20080 20080 D A11yFramework: Not a target page, skipping
7311:03-19 11:54:53.958 20080 20080 D A11yFramework: Not a target page, skipping
7689:03-19 11:54:54.479 20080 20080 D A11yFramework: Not a target page, skipping
7860:03-19 11:54:54.731 20080 20080 D A11yFramework: Not a target page, skipping
7936:03-19 11:54:54.963 20080 20080 D A11yFramework: Not a target page, skipping
7947:03-19 11:54:55.055 20080 20080 D A11yFramework: Not a target page, skipping
7994:03-19 11:54:55.497 20080 20080 D A11yFramework: Not a target page, skipping
9001:03-19 11:54:57.918 20080 20080 D A11yFramework: Not a target page, skipping
9038:03-19 11:54:58.005 20080 20080 D A11yFramework: Not a target page, skipping
9133:03-19 11:54:58.218 20080 20080 D A11yFramework: Not a target page, skipping
9195:03-19 11:54:58.451 20080 20080 D A11yFramework: Not a target page, skipping
9237:03-19 11:54:58.676 20080 20080 D A11yFramework: Not a target page, skipping
9951:03-19 11:55:01.656 20080 20080 D A11yFramework: Not a target page, skipping
10091:03-19 11:55:02.326 20080 20080 D A11yFramework: Not a target page, skipping
10099:03-19 11:55:02.429 20080 20080 D A11yFramework: Not a target page, skipping
10126:03-19 11:55:02.524 20080 20080 D A11yFramework: Not a target page, skipping
10189:03-19 11:55:02.620 20080 20080 D A11yFramework: Not a target page, skipping
10222:03-19 11:55:02.717 20080 20080 D A11yFramework: Not a target page, skipping
10304:03-19 11:55:03.329 20080 20080 D A11yFramework: Not a target page, skipping
10334:03-19 11:55:03.432 20080 20080 D A11yFramework: Not a target page, skipping
10389:03-19 11:55:03.718 20080 20080 D A11yFramework: Not a target page, skipping
10413:03-19 11:55:03.804 20080 20080 D A11yFramework: Not a target page, skipping
10430:03-19 11:55:03.932 20080 20080 D A11yFramework: Not a target page, skipping
10449:03-19 11:55:04.024 20080 20080 D A11yFramework: Not a target page, skipping
10466:03-19 11:55:04.117 20080 20080 D A11yFramework: Not a target page, skipping
10485:03-19 11:55:04.205 20080 20080 D A11yFramework: Not a target page, skipping
10500:03-19 11:55:04.299 20080 20080 D A11yFramework: Not a target page, skipping
10516:03-19 11:55:04.390 20080 20080 D A11yFramework: Not a target page, skipping
10528:03-19 11:55:04.477 20080 20080 D A11yFramework: Not a target page, skipping
10544:03-19 11:55:04.567 20080 20080 D A11yFramework: Not a target page, skipping
10562:03-19 11:55:04.654 20080 20080 D A11yFramework: Not a target page, skipping
10582:03-19 11:55:04.743 20080 20080 D A11yFramework: Not a target page, skipping
10616:03-19 11:55:04.848 20080 20080 D A11yFramework: Not a target page, skipping
10648:03-19 11:55:04.950 20080 20080 D A11yFramework: Not a target page, skipping
10701:03-19 11:55:05.048 20080 20080 D A11yFramework: Not a target page, skipping
11200:03-19 11:55:05.134 20080 20080 D A11yFramework: Not a target page, skipping
11421:03-19 11:55:05.222 20080 20080 D A11yFramework: Not a target page, skipping
11432:03-19 11:55:05.309 20080 20080 D A11yFramework: Not a target page, skipping
11451:03-19 11:55:05.424 20080 20080 D A11yFramework: Not a target page, skipping
11465:03-19 11:55:05.525 20080 20080 D A11yFramework: Not a target page, skipping
11523:03-19 11:55:05.620 20080 20080 D A11yFramework: Not a target page, skipping
11542:03-19 11:55:05.734 20080 20080 D A11yFramework: Not a target page, skipping
11567:03-19 11:55:05.829 20080 20080 D A11yFramework: Not a target page, skipping
11581:03-19 11:55:05.923 20080 20080 D A11yFramework: Not a target page, skipping
11598:03-19 11:55:06.021 20080 20080 D A11yFramework: Not a target page, skipping
11624:03-19 11:55:06.149 20080 20080 D A11yFramework: Not a target page, skipping
11645:03-19 11:55:06.262 20080 20080 D A11yFramework: Not a target page, skipping
11662:03-19 11:55:06.373 20080 20080 D A11yFramework: Not a target page, skipping
11680:03-19 11:55:06.473 20080 20080 D A11yFramework: Not a target page, skipping
11697:03-19 11:55:06.561 20080 20080 D A11yFramework: Not a target page, skipping
11727:03-19 11:55:06.658 20080 20080 D A11yFramework: Not a target page, skipping
11779:03-19 11:55:06.749 20080 20080 D A11yFramework: Not a target page, skipping
11842:03-19 11:55:06.837 20080 20080 D A11yFramework: Not a target page, skipping
11916:03-19 11:55:06.944 20080 20080 D A11yFramework: Not a target page, skipping
11932:03-19 11:55:07.024 20080 20080 D A11yFramework: Not a target page, skipping
11942:03-19 11:55:07.114 20080 20080 D A11yFramework: Not a target page, skipping
11966:03-19 11:55:07.216 20080 20080 D A11yFramework: Not a target page, skipping
11975:03-19 11:55:07.304 20080 20080 D A11yFramework: Not a target page, skipping
11995:03-19 11:55:07.398 20080 20080 D A11yFramework: Not a target page, skipping
12004:03-19 11:55:07.488 20080 20080 D A11yFramework: Not a target page, skipping
12030:03-19 11:55:07.579 20080 20080 D A11yFramework: Not a target page, skipping
12041:03-19 11:55:07.669 20080 20080 D A11yFramework: Not a target page, skipping
12062:03-19 11:55:07.770 20080 20080 D A11yFramework: Not a target page, skipping
12076:03-19 11:55:07.870 20080 20080 D A11yFramework: Not a target page, skipping
12108:03-19 11:55:07.963 20080 20080 D A11yFramework: Not a target page, skipping
12128:03-19 11:55:08.065 20080 20080 D A11yFramework: Not a target page, skipping
12140:03-19 11:55:08.152 20080 20080 D A11yFramework: Not a target page, skipping
12161:03-19 11:55:08.239 20080 20080 D A11yFramework: Not a target page, skipping
12172:03-19 11:55:08.332 20080 20080 D A11yFramework: Not a target page, skipping
12189:03-19 11:55:08.436 20080 20080 D A11yFramework: Not a target page, skipping
12199:03-19 11:55:08.532 20080 20080 D A11yFramework: Not a target page, skipping
12244:03-19 11:55:08.636 20080 20080 D A11yFramework: Not a target page, skipping
12360:03-19 11:55:09.509 20080 20080 D A11yFramework: Not a target page, skipping
12407:03-19 11:55:09.592 20080 20080 D A11yFramework: Not a target page, skipping
12451:03-19 11:55:09.704 20080 20080 D A11yFramework: Not a target page, skipping
12501:03-19 11:55:09.801 20080 20080 D A11yFramework: Not a target page, skipping
12548:03-19 11:55:09.919 20080 20080 D A11yFramework: Not a target page, skipping
12666:03-19 11:55:10.852 20080 20080 D A11yFramework: Not a target page, skipping
12686:03-19 11:55:10.949 20080 20080 D A11yFramework: Not a target page, skipping
12757:03-19 11:55:11.532 20080 20080 D A11yFramework: Not a target page, skipping
12773:03-19 11:55:11.623 20080 20080 D A11yFramework: Not a target page, skipping
12825:03-19 11:55:11.716 20080 20080 D A11yFramework: Not a target page, skipping
12882:03-19 11:55:11.808 20080 20080 D A11yFramework: Not a target page, skipping
12956:03-19 11:55:11.903 20080 20080 D A11yFramework: Not a target page, skipping
12984:03-19 11:55:12.009 20080 20080 D A11yFramework: Not a target page, skipping
12993:03-19 11:55:12.097 20080 20080 D A11yFramework: Not a target page, skipping
13017:03-19 11:55:12.182 20080 20080 D A11yFramework: Not a target page, skipping
13037:03-19 11:55:12.270 20080 20080 D A11yFramework: Not a target page, skipping
13061:03-19 11:55:12.357 20080 20080 D A11yFramework: Not a target page, skipping
13103:03-19 11:55:12.440 20080 20080 D A11yFramework: Not a target page, skipping
13118:03-19 11:55:12.523 20080 20080 D A11yFramework: Not a target page, skipping
13157:03-19 11:55:12.613 20080 20080 D A11yFramework: Not a target page, skipping
13183:03-19 11:55:12.696 20080 20080 D A11yFramework: Not a target page, skipping
13206:03-19 11:55:12.783 20080 20080 D A11yFramework: Not a target page, skipping
13220:03-19 11:55:12.871 20080 20080 D A11yFramework: Not a target page, skipping
13231:03-19 11:55:12.975 20080 20080 D A11yFramework: Not a target page, skipping
13256:03-19 11:55:13.063 20080 20080 D A11yFramework: Not a target page, skipping
13266:03-19 11:55:13.156 20080 20080 D A11yFramework: Not a target page, skipping
13289:03-19 11:55:13.269 20080 20080 D A11yFramework: Not a target page, skipping
13313:03-19 11:55:13.358 20080 20080 D A11yFramework: Not a target page, skipping
13414:03-19 11:55:13.438 20080 20080 D A11yFramework: Not a target page, skipping
13444:03-19 11:55:13.517 20080 20080 D A11yFramework: Not a target page, skipping
13454:03-19 11:55:13.594 20080 20080 D A11yFramework: Not a target page, skipping
13478:03-19 11:55:13.685 20080 20080 D A11yFramework: Not a target page, skipping
13491:03-19 11:55:13.786 20080 20080 D A11yFramework: Not a target page, skipping
13516:03-19 11:55:13.870 20080 20080 D A11yFramework: Not a target page, skipping
13539:03-19 11:55:13.960 20080 20080 D A11yFramework: Not a target page, skipping
13617:03-19 11:55:14.077 20080 20080 D A11yFramework: Not a target page, skipping
13628:03-19 11:55:14.175 20080 20080 D A11yFramework: Not a target page, skipping
13651:03-19 11:55:14.257 20080 20080 D A11yFramework: Not a target page, skipping
13677:03-19 11:55:14.343 20080 20080 D A11yFramework: Not a target page, skipping
13698:03-19 11:55:14.426 20080 20080 D A11yFramework: Not a target page, skipping
13725:03-19 11:55:14.506 20080 20080 D A11yFramework: Not a target page, skipping
13745:03-19 11:55:14.609 20080 20080 D A11yFramework: Not a target page, skipping
13766:03-19 11:55:14.693 20080 20080 D A11yFramework: Not a target page, skipping
13783:03-19 11:55:14.784 20080 20080 D A11yFramework: Not a target page, skipping
13801:03-19 11:55:14.890 20080 20080 D A11yFramework: Not a target page, skipping
13819:03-19 11:55:14.978 20080 20080 D A11yFramework: Not a target page, skipping
13834:03-19 11:55:15.090 20080 20080 D A11yFramework: Not a target page, skipping
13852:03-19 11:55:15.211 20080 20080 D A11yFramework: Not a target page, skipping
13886:03-19 11:55:15.309 20080 20080 D A11yFramework: Not a target page, skipping
13898:03-19 11:55:15.409 20080 20080 D A11yFramework: Not a target page, skipping
13916:03-19 11:55:15.519 20080 20080 D A11yFramework: Not a target page, skipping
13938:03-19 11:55:15.605 20080 20080 D A11yFramework: Not a target page, skipping
13965:03-19 11:55:15.696 20080 20080 D A11yFramework: Not a target page, skipping
14006:03-19 11:55:15.783 20080 20080 D A11yFramework: Not a target page, skipping
14016:03-19 11:55:15.876 20080 20080 D A11yFramework: Not a target page, skipping
14040:03-19 11:55:15.982 20080 20080 D A11yFramework: Not a target page, skipping
14052:03-19 11:55:16.100 20080 20080 D A11yFramework: Not a target page, skipping
14076:03-19 11:55:16.203 20080 20080 D A11yFramework: Not a target page, skipping
14091:03-19 11:55:16.290 20080 20080 D A11yFramework: Not a target page, skipping
14114:03-19 11:55:16.378 20080 20080 D A11yFramework: Not a target page, skipping
14291:03-19 11:55:17.552 20080 20080 D A11yFramework: Not a target page, skipping
14314:03-19 11:55:17.674 20080 20080 D A11yFramework: Not a target page, skipping
14344:03-19 11:55:17.796 20080 20080 D A11yFramework: Not a target page, skipping
14368:03-19 11:55:17.893 20080 20080 D A11yFramework: Not a target page, skipping
14386:03-19 11:55:17.999 20080 20080 D A11yFramework: Not a target page, skipping
14531:03-19 11:55:19.361 20080 20080 D A11yFramework: Not a target page, skipping
14558:03-19 11:55:19.440 20080 20080 D A11yFramework: Not a target page, skipping
14783:03-19 11:55:20.163 20080 20080 D A11yFramework: Not a target page, skipping
14950:03-19 11:55:20.288 20080 20080 D A11yFramework: Not a target page, skipping
15010:03-19 11:55:20.390 20080 20080 D A11yFramework: Not a target page, skipping
15023:03-19 11:55:20.486 20080 20080 D A11yFramework: Not a target page, skipping
15039:03-19 11:55:20.588 20080 20080 D A11yFramework: Not a target page, skipping
15064:03-19 11:55:20.690 20080 20080 D A11yFramework: Not a target page, skipping
15082:03-19 11:55:20.791 20080 20080 D A11yFramework: Not a target page, skipping
15096:03-19 11:55:20.897 20080 20080 D A11yFramework: Not a target page, skipping
15108:03-19 11:55:21.001 20080 20080 D A11yFramework: Not a target page, skipping
15131:03-19 11:55:21.114 20080 20080 D A11yFramework: Not a target page, skipping
15151:03-19 11:55:21.217 20080 20080 D A11yFramework: Not a target page, skipping
15166:03-19 11:55:21.318 20080 20080 D A11yFramework: Not a target page, skipping
